"","X","tourney_name","surface","draw_size","tourney_level","tourney_date","P1_id","P1_name","P1_hand","P1_ht","P1_ioc","P1_age","P1_rank","P1_rank_points","P2_id","P2_name","P2_hand","P2_ht","P2_ioc","P2_age","P2_rank","P2_rank_points","best_of","p1vp2winpercentage","p1vp2LogRankDiff","p1vp2LogRankPointsDiff","p1wins","inst.","actual","predicted","error","prediction","AvgW","AvgL","winnings"
"1617",12631,"French Open","Clay",128,"G","5/23/16",104327,"Steve Darcis","R",178,"BEL",32.19438741,161,331,104925,"Novak Djokovic","R",188,"SRB",29.00479124,1,16150,5,0,-5.081404365,-3.887556953,"N",1617,"1:N","1:N","",0.999,1.01,23,1.01
"1618",12632,"French Open","Clay",128,"G","5/23/16",105379,"Aljaz Bedene","R",181,"GBR",26.84736482,66,765,105807,"Pablo Carreno Busta","R",186,"ESP",24.86516085,43,995,5,0.5,-0.428454626,-0.262866903,"Y",1618,"2:Y","1:N","+",0.645,3.86,1.25,0
"1619",12633,"French Open","Clay",128,"G","5/23/16",106432,"Borna Coric","R",186,"CRO",19.52087611,47,935,106071,"Bernard Tomic","R",193,"AUS",23.58658453,22,1625,5,0,-0.759105148,-0.552716565,"Y",1619,"2:Y","1:N","+",0.815,1.22,4.23,0
"1620",12634,"French Open","Clay",128,"G","5/23/16",105138,"Roberto Bautista Agut","R",186,"ESP",28.10677618,16,2015,103908,"Paul Henri Mathieu","R",185,"FRA",34.36002738,65,771,5,0,1.401798548,0.960686101,"Y",1620,"2:Y","2:Y","",0.781,1.18,4.81,1.18
"1621",12635,"French Open","Clay",128,"G","5/23/16",104338,"Juan Monaco","R",185,"ARG",32.15058179,92,620,103970,"David Ferrer","R",175,"ESP",34.14099932,11,2740,5,0.5,-2.123893304,-1.485993721,"N",1621,"1:N","1:N","",0.909,1.33,3.26,1.33
"1622",12636,"French Open","Clay",128,"G","5/23/16",103607,"Victor Estrella","R",173,"DOM",35.80561259,87,670,103852,"Feliciano Lopez","L",188,"ESP",34.67214237,23,1550,5,1,-1.330413903,-0.838732498,"N",1622,"1:N","1:N","",0.771,1.4,2.92,1.4
"1623",12637,"French Open","Clay",128,"G","5/23/16",104655,"Pablo Cuevas","R",180,"URU",30.39014374,27,1450,111460,"Quentin Halys","R",186,"FRA",19.57289528,154,347,5,0.5,1.741115736,1.429994055,"Y",1623,"2:Y","2:Y","",0.878,1.14,5.5,1.14
"1624",12638,"French Open","Clay",128,"G","5/23/16",104607,"Tomas Berdych","R",196,"CZE",30.68035592,8,2850,104291,"Malek Jaziri","R",185,"TUN",32.3394935,72,751,5,0.5,2.197224577,1.333668621,"Y",1624,"2:Y","2:Y","",0.917,1.06,9.69,1.06
"1625",12639,"French Open","Clay",128,"G","5/23/16",105487,"Facundo Bagnis","L",186,"ARG",26.23408624,99,590,104745,"Rafael Nadal","L",185,"ESP",29.97125257,5,5675,5,0.5,-2.985681938,-2.263703305,"N",1625,"1:N","1:N","",0.971,1.01,22.38,1.01
"1626",12640,"French Open","Clay",128,"G","5/23/16",103917,"Nicolas Mahut","R",190,"FRA",34.33538672,44,976,104719,"Marcel Granollers","R",190,"ESP",30.11362081,56,844,5,0,0.241162057,0.145310092,"N",1626,"1:N","1:N","",0.673,1.4,2.89,1.4
"1627",12641,"French Open","Clay",128,"G","5/23/16",103565,"Stephane Robert","R",185,"FRA",36.0164271,90,628,100644,"Alexander Zverev","R",186,"GER",19.09103354,41,1060,5,0.5,-0.786237604,-0.523484021,"N",1627,"1:N","1:N","",0.814,1.34,3.22,1.34
"1628",12642,"French Open","Clay",128,"G","5/23/16",104198,"Guillermo Garcia Lopez","R",188,"ESP",32.96919918,51,865,106233,"Dominic Thiem","R",186,"AUT",22.71868583,15,2430,5,0.5,-1.223775432,-1.032917029,"N",1628,"1:N","1:N","",0.875,1.18,4.77,1.18
"1629",12643,"French Open","Clay",128,"G","5/23/16",104122,"Carlos Berlocq","R",183,"ARG",33.30047912,126,462,105676,"David Goffin","R",163,"BEL",25.45927447,13,2570,5,0.5,-2.271332549,-1.716096287,"N",1629,"1:N","1:N","",0.933,1.13,5.87,1.13
"1630",12644,"French Open","Clay",128,"G","5/23/16",104597,"Nicolas Almagro","R",183,"ESP",30.75427789,49,899,106210,"Jiri Vesely","L",186,"CZE",22.86926762,60,815,5,1,0.202524264,0.098094921,"Y",1630,"2:Y","2:Y","",0.642,1.42,2.8,1.42
"1631",12645,"French Open","Clay",128,"G","5/23/16",105311,"Joao Sousa","R",186,"POR",27.14852841,29,1275,105208,"Ernests Gulbis","R",190,"LAT",27.72895277,80,701,5,0,1.014730805,0.598193571,"N",1631,"1:N","2:Y","+",0.607,2.13,1.7,0
"1632",12646,"French Open","Clay",128,"G","5/23/16",104571,"Marcos Baghdatis","R",183,"CYP",30.93223819,39,1067,104542,"Jo Wilfried Tsonga","R",188,"FRA",31.09924709,7,3355,5,0,-1.717651497,-1.145600798,"N",1632,"1:N","1:N","",0.936,1.12,5.95,1.12
"1633",12647,"French Open","Clay",128,"G","5/23/16",105683,"Milos Raonic","R",196,"CAN",25.40451745,9,2785,105173,"Adrian Mannarino","L",183,"FRA",27.89869952,58,825,5,0.5,1.863218433,1.216619766,"Y",1633,"2:Y","2:Y","",0.903,1.07,8.51,1.07
"1634",12648,"French Open","Clay",128,"G","5/23/16",105413,"Andrej Martin","R",180,"SVK",26.67214237,133,438,106298,"Lucas Pouille","R",186,"FRA",22.24503765,31,1266,5,0.5,-1.456361924,-1.061398692,"Y",1634,"2:Y","1:N","+",0.864,5.33,1.15,0
"1635",12649,"French Open","Clay",128,"G","5/23/16",104460,"Dustin Brown","R",196,"GER",31.45516769,116,520,106058,"Jack Sock","R",185,"USA",23.6605065,25,1505,5,0.5,-1.534714366,-1.062719366,"N",1635,"1:N","1:N","",0.888,1.21,4.26,1.21
"1636",12650,"French Open","Clay",128,"G","5/23/16",105477,"Marco Trungelliti","R",186,"ARG",26.30800821,166,323,105077,"Albert Ramos","L",188,"ESP",28.34770705,55,853,5,0.5,-1.104654603,-0.971107224,"N",1636,"1:N","1:N","",0.798,1.25,3.87,1.25
"1637",12651,"French Open","Clay",128,"G","5/23/16",104468,"Gilles Simon","R",183,"FRA",31.40314853,18,1945,105550,"Guido Pella","L",186,"ARG",26.01779603,48,899,5,0.5,0.980829253,0.771734222,"Y",1637,"2:Y","2:Y","",0.727,1.38,2.97,1.38
"1638",12652,"French Open","Clay",128,"G","5/23/16",105583,"Dusan Lajovic","R",180,"SRB",25.8973306,81,701,104678,"Viktor Troicki","R",193,"SRB",30.28062971,24,1535,5,0.5,-1.216395324,-0.783777773,"N",1638,"1:N","1:N","",0.793,1.41,2.85,1.41
"1639",12653,"French Open","Clay",128,"G","5/23/16",106361,"Adam Pavlasek","R",186,"CZE",21.62354552,132,442,104871,"Jeremy Chardy","R",188,"FRA",29.27583847,32,1265,5,0.5,-1.41706602,-1.051517519,"N",1639,"1:N","1:N","",0.826,1.12,6.34,1.12
"1640",12654,"French Open","Clay",128,"G","5/23/16",104527,"Stanislas Wawrinka","R",183,"SUI",31.15400411,4,6315,106121,"Taro Daniel","R",186,"JPN",23.31827515,93,614,5,0.5,3.146305132,2.330688107,"Y",1640,"2:Y","2:Y","",0.972,1.02,14.72,1.02
"1641",12655,"French Open","Clay",128,"G","5/23/16",105453,"Kei Nishikori","R",178,"JPN",26.39835729,6,4470,105723,"Andrey Kuznetsov","R",185,"RUS",25.24845996,40,1063,5,0,1.897119985,1.436293309,"Y",1641,"2:Y","2:Y","",0.832,1.06,8.92,1.06
"1642",12656,"French Open","Clay",128,"G","5/23/16",104269,"Fernando Verdasco","L",188,"ESP",32.52019165,52,855,104471,"Ivan Dodig","R",183,"CRO",31.38672142,77,708,5,0.666666667,0.392561703,0.188657375,"Y",1642,"2:Y","2:Y","",0.583,1.22,4.44,1.22
"1643",12657,"French Open","Clay",128,"G","5/23/16",104997,"Igor Sijsling","R",190,"NED",28.76386037,123,484,106401,"Nick Kyrgios","R",186,"AUS",21.07323751,19,1855,5,0.5,-1.867745376,-1.343555068,"N",1643,"1:N","1:N","",0.911,1.03,13.28,1.03
"1644",12658,"French Open","Clay",128,"G","5/23/16",104755,"Richard Gasquet","R",185,"FRA",29.9301848,12,2725,106216,"Bjorn Fratangelo","R",186,"USA",22.84462697,103,567,5,0.5,2.149822338,1.569864403,"Y",1644,"2:Y","2:Y","",0.914,1.06,9.52,1.06
"1645",12659,"French Open","Clay",128,"G","5/23/16",104545,"John Isner","R",206,"USA",31.07460643,17,1965,106378,"Kyle Edmund","R",186,"GBR",21.37166324,82,701,5,0.5,1.573505903,1.030739637,"Y",1645,"2:Y","2:Y","",0.786,1.58,2.35,1.58
"1646",12660,"French Open","Clay",128,"G","5/23/16",105332,"Benoit Paire","R",196,"FRA",27.04175222,21,1641,104559,"Teymuraz Gabashvili","R",188,"RUS",31.00068446,79,706,5,1,1.324925415,0.843445854,"N",1646,"1:N","2:Y","+",0.895,2.78,1.43,0
"1647",12661,"French Open","Clay",128,"G","5/23/16",111442,"Jordan Thompson","R",186,"AUS",22.091718,94,608,103333,"Ivo Karlovic","R",208,"CRO",37.23203285,28,1280,5,0.5,-1.211090272,-0.744440475,"N",1647,"1:N","1:N","",0.65,1.47,2.63,1.47
"1648",12662,"French Open","Clay",128,"G","5/23/16",106288,"Mathias Bourgue","R",186,"FRA",22.34360027,164,326,104918,"Andy Murray","R",190,"GBR",29.02395619,2,8435,5,0.5,-4.406719247,-3.253247614,"N",1648,"1:N","1:N","",0.993,1.01,22.81,1.01
"1649",12663,"French Open","Clay",128,"G","5/23/16",104925,"Novak Djokovic","R",188,"SRB",29.00479124,1,16150,105379,"Aljaz Bedene","R",181,"GBR",26.84736482,66,765,5,1,4.189654742,3.049799495,"Y",1649,"2:Y","2:Y","",0.997,1.01,22.03,1.01
"1650",12664,"French Open","Clay",128,"G","5/23/16",106432,"Borna Coric","R",186,"CRO",19.52087611,47,935,105138,"Roberto Bautista Agut","R",186,"ESP",28.10677618,16,2015,5,0.333333333,-1.077558879,-0.767827945,"N",1650,"1:N","1:N","",0.794,1.37,3.01,1.37
"1651",12665,"French Open","Clay",128,"G","5/23/16",103852,"Feliciano Lopez","L",188,"ESP",34.67214237,23,1550,103970,"David Ferrer","R",175,"ESP",34.14099932,11,2740,5,0.4,-0.737598943,-0.569702989,"N",1651,"1:N","1:N","",0.763,1.17,4.95,1.17
"1652",12666,"French Open","Clay",128,"G","5/23/16",104607,"Tomas Berdych","R",196,"CZE",30.68035592,8,2850,104655,"Pablo Cuevas","R",180,"URU",30.39014374,27,1450,5,0,1.216395324,0.675755438,"Y",1652,"2:Y","2:Y","",0.649,1.63,2.25,1.63
